trading_date,contract,price,contract_type,delivery_start,delivery_end
04/01/2021,2022,16.31,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/01/2021,2022,15.94,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/01/2021,2022,15.72,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/01/2021,2022,16.23,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/01/2021,2022,16.44,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/01/2021,2022,16.58,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/01/2021,2022,16.97,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/01/2021,2022,16.51,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/01/2021,2022,16.51,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/01/2021,2022,16.29,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/01/2021,2022,16.25,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/01/2021,2022,16.74,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/01/2021,2022,16.77,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/01/2021,2022,16.8,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/01/2021,2022,16.8,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/01/2021,2022,16.56,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/01/2021,2022,16.57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/01/2021,2022,16.67,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/01/2021,2022,16.86,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/01/2021,2022,16.82,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/02/2021,2022,16.6,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/02/2021,2022,16.66,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/02/2021,2022,16.85,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/02/2021,2022,16.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/02/2021,2022,17.25,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/02/2021,2022,17.7,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/02/2021,2022,17.57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/02/2021,2022,17.43,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/02/2021,2022,17.09,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/02/2021,2022,17.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/02/2021,2022,17.03,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/02/2021,2022,16.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/02/2021,2022,16.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/02/2021,2022,17.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/02/2021,2022,16.89,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/02/2021,2022,16.63,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/02/2021,2022,16.83,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/02/2021,2022,17,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/02/2021,2022,16.8,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/02/2021,2022,16.75,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/03/2021,2022,16.86,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/03/2021,2022,16.82,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/03/2021,2022,16.73,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/03/2021,2022,16.91,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/03/2021,2022,17.24,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/03/2021,2022,17.22,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/03/2021,2022,17.52,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/03/2021,2022,17.92,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/03/2021,2022,18.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/03/2021,2022,18.36,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/03/2021,2022,18.14,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/03/2021,2022,17.95,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/03/2021,2022,18.07,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/03/2021,2022,18.01,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/03/2021,2022,17.71,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/03/2021,2022,18.14,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/03/2021,2022,18.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/03/2021,2022,18.23,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/03/2021,2022,18.02,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/03/2021,2022,18.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/03/2021,2022,18.06,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/03/2021,2022,18.24,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
31/03/2021,2022,18.26,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/04/2021,2022,18.33,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/04/2021,2022,18.57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/04/2021,2022,18.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/04/2021,2022,18.11,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/04/2021,2022,18.05,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/04/2021,2022,18.32,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/04/2021,2022,18.18,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/04/2021,2022,18.25,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/04/2021,2022,18.58,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/04/2021,2022,18.73,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/04/2021,2022,18.91,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/04/2021,2022,18.97,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/04/2021,2022,19.02,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/04/2021,2022,19.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/04/2021,2022,18.75,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/04/2021,2022,18.54,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/04/2021,2022,19.08,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/04/2021,2022,19.22,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/04/2021,2022,19.82,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/04/2021,2022,20.08,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/05/2021,2022,20.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/05/2021,2022,20.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/05/2021,2022,20.53,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/05/2021,2022,20.93,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/05/2021,2022,20.86,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/05/2021,2022,21.7,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/05/2021,2022,22.1,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/05/2021,2022,22.7,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/05/2021,2022,22.36,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/05/2021,2022,22.58,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/05/2021,2022,22.35,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/05/2021,2022,21.39,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/05/2021,2022,19.82,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/05/2021,2022,20.93,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/05/2021,2022,20.88,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/05/2021,2022,20.94,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/05/2021,2022,21.56,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/05/2021,2022,21.66,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/05/2021,2022,21.03,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/05/2021,2022,20.93,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
31/05/2021,2022,20.91,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/06/2021,2022,21.28,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/06/2021,2022,20.84,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/06/2021,2022,20.82,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/06/2021,2022,20.89,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/06/2021,2022,21.43,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/06/2021,2022,21.93,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/06/2021,2022,22.29,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/06/2021,2022,22.66,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/06/2021,2022,22.2,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/06/2021,2022,22.62,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/06/2021,2022,22.11,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/06/2021,2022,21.92,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/06/2021,2022,22.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/06/2021,2022,22.81,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/06/2021,2022,23.07,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/06/2021,2022,23.58,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/06/2021,2022,24.03,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/06/2021,2022,24.1,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/06/2021,2022,24.52,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/06/2021,2022,24.5,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/06/2021,2022,25.02,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/06/2021,2022,25.62,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/07/2021,2022,26.13,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/07/2021,2022,25.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/07/2021,2022,26.68,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/07/2021,2022,25.47,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/07/2021,2022,24.65,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/07/2021,2022,25.21,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/07/2021,2022,26.41,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/07/2021,2022,25.56,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/07/2021,2022,25.77,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/07/2021,2022,25.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/07/2021,2022,25.06,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/07/2021,2022,25.28,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/07/2021,2022,25.47,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/07/2021,2022,25.14,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/07/2021,2022,25.51,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/07/2021,2022,25.57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/07/2021,2022,25.6,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/07/2021,2022,26.05,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/07/2021,2022,26.32,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/07/2021,2022,27.23,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/07/2021,2022,27.76,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/07/2021,2022,27.61,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/08/2021,2022,28,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/08/2021,2022,27.79,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/08/2021,2022,28.66,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/08/2021,2022,29.54,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/08/2021,2022,30.37,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/08/2021,2022,30.38,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/08/2021,2022,31.54,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/08/2021,2022,32.25,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/08/2021,2022,32.64,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/08/2021,2022,32.42,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/08/2021,2022,33.92,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/08/2021,2022,33.62,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/08/2021,2022,32.5,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/08/2021,2022,29.85,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/08/2021,2022,30.89,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/08/2021,2022,31.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/08/2021,2022,32.44,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/08/2021,2022,32.29,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/08/2021,2022,32.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/08/2021,2022,33.2,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/08/2021,2022,33.87,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
31/08/2021,2022,34.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/09/2021,2022,33.84,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/09/2021,2022,34.94,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/09/2021,2022,34.39,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/09/2021,2022,35.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/09/2021,2022,36.03,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/09/2021,2022,37.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/09/2021,2022,37.88,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/09/2021,2022,37.73,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/09/2021,2022,38.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/09/2021,2022,40.45,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/09/2021,2022,42.23,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/09/2021,2022,39.43,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/09/2021,2022,40.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/09/2021,2022,43.24,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/09/2021,2022,42.81,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/09/2021,2022,42.8,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/09/2021,2022,43.2,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/09/2021,2022,44.55,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/09/2021,2022,48.73,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/09/2021,2022,49,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/09/2021,2022,52.12,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/09/2021,2022,57.42,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/10/2021,2022,56.99,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/10/2021,2022,59.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/10/2021,2022,66.1,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/10/2021,2022,59.48,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/10/2021,2022,54.36,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/10/2021,2022,49.85,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/10/2021,2022,50.46,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/10/2021,2022,51.5,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/10/2021,2022,53.29,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/10/2021,2022,58,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/10/2021,2022,56.36,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/10/2021,2022,56.86,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/10/2021,2022,55.87,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/10/2021,2022,57.19,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/10/2021,2022,54.75,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/10/2021,2022,54.46,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/10/2021,2022,55.67,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/10/2021,2022,55.84,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/10/2021,2022,55.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/10/2021,2022,51.02,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/10/2021,2022,46.06,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/11/2021,2022,45.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/11/2021,2022,46.45,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/11/2021,2022,50.9,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/11/2021,2022,49.03,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
05/11/2021,2022,48.13,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/11/2021,2022,50.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/11/2021,2022,47.16,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/11/2021,2022,46.84,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
11/11/2021,2022,48.34,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
12/11/2021,2022,48.44,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/11/2021,2022,50.11,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/11/2021,2022,55.34,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/11/2021,2022,55.48,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
18/11/2021,2022,56.38,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
19/11/2021,2022,53.01,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/11/2021,2022,51.98,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/11/2021,2022,54.88,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/11/2021,2022,56.66,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
25/11/2021,2022,57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
26/11/2021,2022,54.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/11/2021,2022,56.46,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
30/11/2021,2022,55.46,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
01/12/2021,2022,57.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
02/12/2021,2022,57.44,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
03/12/2021,2022,57.57,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
06/12/2021,2022,60.08,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
07/12/2021,2022,66.05,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
08/12/2021,2022,74.33,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
09/12/2021,2022,72.09,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
10/12/2021,2022,78.3,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
13/12/2021,2022,83.81,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
14/12/2021,2022,84.91,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
15/12/2021,2022,85.06,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
16/12/2021,2022,92.31,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
17/12/2021,2022,93.96,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
20/12/2021,2022,105.5,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
21/12/2021,2022,139.21,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
22/12/2021,2022,140.67,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
23/12/2021,2022,113.37,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
24/12/2021,2022,97.37,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
27/12/2021,2022,92.92,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
28/12/2021,2022,96.15,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
29/12/2021,2022,90.59,year,2022-01-01 00:00:00+01:00,2022-12-31 23:00:00+01:00
04/01/2021,2023,15.45,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/01/2021,2023,15.35,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/01/2021,2023,15.26,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/01/2021,2023,15.56,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/01/2021,2023,15.62,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/01/2021,2023,15.67,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/01/2021,2023,15.87,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/01/2021,2023,15.77,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/01/2021,2023,15.72,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/01/2021,2023,15.62,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/01/2021,2023,15.7,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/01/2021,2023,15.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/01/2021,2023,15.89,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/01/2021,2023,15.77,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/01/2021,2023,15.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/01/2021,2023,15.51,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/01/2021,2023,15.55,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/01/2021,2023,15.76,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/01/2021,2023,15.72,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/01/2021,2023,15.78,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/02/2021,2023,15.56,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/02/2021,2023,15.76,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/02/2021,2023,15.97,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
