trading_date,contract,price,contract_type,delivery_start,delivery_end
12/06/2025,Sep/25,37.9,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
12/06/2025,Oct/25,38.3,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
12/06/2025,Nov/25,39.14,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
12/06/2025,Dec/25,39.48,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
13/06/2025,Jul/25,38.81,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
13/06/2025,Aug/25,39.19,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
13/06/2025,Sep/25,39.49,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
13/06/2025,Oct/25,40.05,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
13/06/2025,Nov/25,40.72,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
13/06/2025,Dec/25,40.87,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
16/06/2025,Jul/25,38.77,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
16/06/2025,Aug/25,39.12,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
16/06/2025,Sep/25,39.52,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
16/06/2025,Oct/25,40.15,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
16/06/2025,Nov/25,41,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
16/06/2025,Dec/25,41.28,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
17/06/2025,Jul/25,40.27,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
17/06/2025,Aug/25,40.54,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
17/06/2025,Sep/25,41.02,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
17/06/2025,Oct/25,41.63,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
17/06/2025,Nov/25,42.32,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
17/06/2025,Dec/25,42.5,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
18/06/2025,Jul/25,39.59,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
18/06/2025,Aug/25,40.1,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
18/06/2025,Sep/25,40.58,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
18/06/2025,Oct/25,41.05,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
18/06/2025,Nov/25,41.84,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
18/06/2025,Dec/25,42.26,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
19/06/2025,Jul/25,42.5,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
19/06/2025,Aug/25,42.99,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
19/06/2025,Sep/25,43.47,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
19/06/2025,Oct/25,44.05,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
19/06/2025,Nov/25,44.44,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
19/06/2025,Dec/25,44.57,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
20/06/2025,Jul/25,41.85,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
20/06/2025,Aug/25,42.39,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
20/06/2025,Sep/25,43.05,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
20/06/2025,Oct/25,43.56,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
20/06/2025,Nov/25,44.08,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
20/06/2025,Dec/25,44.23,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
23/06/2025,Jul/25,41.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
23/06/2025,Aug/25,41.88,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
23/06/2025,Sep/25,42.4,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
23/06/2025,Oct/25,42.63,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
23/06/2025,Nov/25,43.52,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
23/06/2025,Dec/25,43.44,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
24/06/2025,Jul/25,36.48,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
24/06/2025,Aug/25,37.45,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
24/06/2025,Sep/25,37.41,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
24/06/2025,Oct/25,38.02,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
24/06/2025,Nov/25,38.66,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
24/06/2025,Dec/25,39.09,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
25/06/2025,Jul/25,36.39,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
25/06/2025,Aug/25,36.7,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
25/06/2025,Sep/25,37.41,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
25/06/2025,Oct/25,38.09,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
25/06/2025,Nov/25,38.75,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
25/06/2025,Dec/25,39.13,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
26/06/2025,Jul/25,35.15,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
26/06/2025,Aug/25,35.52,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
26/06/2025,Sep/25,36.24,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
26/06/2025,Oct/25,36.85,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
26/06/2025,Nov/25,37.73,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
26/06/2025,Dec/25,38.11,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
27/06/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
27/06/2025,Aug/25,35.15,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
27/06/2025,Sep/25,35.6,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
27/06/2025,Oct/25,35.96,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
27/06/2025,Nov/25,36.81,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
27/06/2025,Dec/25,37.8,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
30/06/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
30/06/2025,Aug/25,34.07,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
30/06/2025,Sep/25,34.62,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
30/06/2025,Oct/25,35.31,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
30/06/2025,Nov/25,36.16,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
30/06/2025,Dec/25,36.53,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
01/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
01/07/2025,Aug/25,34.83,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
01/07/2025,Sep/25,35.25,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
01/07/2025,Oct/25,35.99,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
01/07/2025,Nov/25,36.87,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
01/07/2025,Dec/25,37.06,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
02/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
02/07/2025,Aug/25,34.81,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
02/07/2025,Sep/25,35.33,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
02/07/2025,Oct/25,36.08,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
02/07/2025,Nov/25,37.03,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
02/07/2025,Dec/25,37.24,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
03/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
03/07/2025,Aug/25,34.87,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
03/07/2025,Sep/25,35.44,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
03/07/2025,Oct/25,36,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
03/07/2025,Nov/25,37.01,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
03/07/2025,Dec/25,37.44,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
04/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
04/07/2025,Aug/25,34.7,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
04/07/2025,Sep/25,35.24,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
04/07/2025,Oct/25,35.82,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
04/07/2025,Nov/25,36.85,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
04/07/2025,Dec/25,37.33,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
07/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
07/07/2025,Aug/25,34.79,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
07/07/2025,Sep/25,35.39,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
07/07/2025,Oct/25,36.01,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
07/07/2025,Nov/25,36.99,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
07/07/2025,Dec/25,37.26,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
08/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
08/07/2025,Aug/25,35.42,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
08/07/2025,Sep/25,35.94,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
08/07/2025,Oct/25,36.27,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
08/07/2025,Nov/25,37.12,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
08/07/2025,Dec/25,37.59,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
09/07/2025,Jul/25,34.41,month,2025-07-01 02:00:00+02:00,2025-08-01 01:00:00+02:00
09/07/2025,Aug/25,35.49,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
09/07/2025,Sep/25,36.06,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
09/07/2025,Oct/25,36.55,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
09/07/2025,Nov/25,37.39,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
09/07/2025,Dec/25,37.69,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
10/07/2025,Aug/25,36.29,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
10/07/2025,Sep/25,36.76,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
10/07/2025,Oct/25,37.2,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
10/07/2025,Nov/25,38.02,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
10/07/2025,Dec/25,38.34,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
11/07/2025,Aug/25,36.64,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
11/07/2025,Sep/25,37.12,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
11/07/2025,Oct/25,37.54,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
11/07/2025,Nov/25,38.18,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
11/07/2025,Dec/25,38.55,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
14/07/2025,Aug/25,36.65,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
14/07/2025,Sep/25,36.94,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
14/07/2025,Oct/25,37.57,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
14/07/2025,Nov/25,38.23,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
14/07/2025,Dec/25,38.64,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
15/07/2025,Aug/25,35.65,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
15/07/2025,Sep/25,36.12,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
15/07/2025,Oct/25,36.57,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
15/07/2025,Nov/25,37.34,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
15/07/2025,Dec/25,37.72,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
16/07/2025,Aug/25,36.05,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
16/07/2025,Sep/25,36.43,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
16/07/2025,Oct/25,36.88,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
16/07/2025,Nov/25,37.52,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
16/07/2025,Dec/25,37.97,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
17/07/2025,Aug/25,35.67,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
17/07/2025,Sep/25,36.09,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
17/07/2025,Oct/25,36.49,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
17/07/2025,Nov/25,37.2,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
17/07/2025,Dec/25,37.52,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
18/07/2025,Aug/25,34.91,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
18/07/2025,Sep/25,35.33,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
18/07/2025,Oct/25,35.8,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
18/07/2025,Nov/25,36.67,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
18/07/2025,Dec/25,36.91,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
21/07/2025,Aug/25,34.43,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
21/07/2025,Sep/25,34.83,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
21/07/2025,Oct/25,35.25,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
21/07/2025,Nov/25,36.18,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
21/07/2025,Dec/25,36.3,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
22/07/2025,Aug/25,34.3,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
22/07/2025,Sep/25,34.71,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
22/07/2025,Oct/25,35.12,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
22/07/2025,Nov/25,35.91,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
22/07/2025,Dec/25,36.32,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
23/07/2025,Aug/25,33.98,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
23/07/2025,Sep/25,34.37,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
23/07/2025,Oct/25,34.62,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
23/07/2025,Nov/25,35.71,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
23/07/2025,Dec/25,36.2,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
24/07/2025,Aug/25,33.64,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
24/07/2025,Sep/25,34.08,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
24/07/2025,Oct/25,34.53,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
24/07/2025,Nov/25,35.5,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
24/07/2025,Dec/25,35.94,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
25/07/2025,Aug/25,33.69,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
25/07/2025,Sep/25,34.2,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
25/07/2025,Oct/25,34.89,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
25/07/2025,Nov/25,35.82,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
25/07/2025,Dec/25,36.14,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
28/07/2025,Aug/25,34.09,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
28/07/2025,Sep/25,34.71,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
28/07/2025,Oct/25,35.4,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
28/07/2025,Nov/25,36.1,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
28/07/2025,Dec/25,36.58,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
29/07/2025,Aug/25,35.4,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
29/07/2025,Sep/25,36,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
29/07/2025,Oct/25,36.56,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
29/07/2025,Nov/25,37.51,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
29/07/2025,Dec/25,37.77,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
30/07/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
30/07/2025,Sep/25,36.41,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
30/07/2025,Oct/25,36.96,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
30/07/2025,Nov/25,37.86,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
30/07/2025,Dec/25,38.26,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
31/07/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
31/07/2025,Sep/25,36.51,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
31/07/2025,Oct/25,36.98,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
31/07/2025,Nov/25,37.51,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
31/07/2025,Dec/25,38.39,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
01/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
01/08/2025,Sep/25,35.15,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
01/08/2025,Oct/25,35.75,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
01/08/2025,Nov/25,36.61,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
01/08/2025,Dec/25,37.05,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
04/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
04/08/2025,Sep/25,35.43,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
04/08/2025,Oct/25,36.09,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
04/08/2025,Nov/25,36.91,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
04/08/2025,Dec/25,37.44,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
05/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
05/08/2025,Sep/25,35.59,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
05/08/2025,Oct/25,36.25,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
05/08/2025,Nov/25,37.01,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
05/08/2025,Dec/25,37.42,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
06/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
06/08/2025,Sep/25,34.42,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
06/08/2025,Oct/25,35.04,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
06/08/2025,Nov/25,35.91,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
06/08/2025,Dec/25,36.31,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
07/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
07/08/2025,Sep/25,34.07,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
07/08/2025,Oct/25,34.66,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
07/08/2025,Nov/25,35.62,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
07/08/2025,Dec/25,36.06,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
08/08/2025,Aug/25,35.68,month,2025-08-01 02:00:00+02:00,2025-09-01 01:00:00+02:00
08/08/2025,Sep/25,33.59,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
08/08/2025,Oct/25,34.19,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
08/08/2025,Nov/25,35.11,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
08/08/2025,Dec/25,35.58,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
11/08/2025,Sep/25,34.06,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
11/08/2025,Oct/25,34.63,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
11/08/2025,Nov/25,35.42,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
11/08/2025,Dec/25,35.81,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
12/08/2025,Sep/25,33.46,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
12/08/2025,Oct/25,34.03,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
12/08/2025,Nov/25,35.15,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
12/08/2025,Dec/25,35.33,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
13/08/2025,Sep/25,33.58,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
13/08/2025,Oct/25,34.25,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
13/08/2025,Nov/25,35.17,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
13/08/2025,Dec/25,35.22,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
14/08/2025,Sep/25,33.12,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
14/08/2025,Oct/25,33.83,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
14/08/2025,Nov/25,34.76,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
14/08/2025,Dec/25,35.15,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
15/08/2025,Sep/25,32.04,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
15/08/2025,Oct/25,32.65,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
15/08/2025,Nov/25,33.62,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
15/08/2025,Dec/25,34.17,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
18/08/2025,Sep/25,32.21,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
18/08/2025,Oct/25,32.81,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
18/08/2025,Nov/25,33.97,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
18/08/2025,Dec/25,34.12,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
19/08/2025,Sep/25,32.13,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
19/08/2025,Oct/25,32.6,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
19/08/2025,Nov/25,33.79,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
19/08/2025,Dec/25,34.2,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
20/08/2025,Sep/25,32.87,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
20/08/2025,Oct/25,33.3,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
20/08/2025,Nov/25,34.27,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
20/08/2025,Dec/25,34.69,month,2025-12-01 01:00:00+01:00,2026-01-01 00:00:00+01:00
21/08/2025,Sep/25,34.07,month,2025-09-01 02:00:00+02:00,2025-10-01 01:00:00+02:00
21/08/2025,Oct/25,34.55,month,2025-10-01 02:00:00+02:00,2025-11-01 00:00:00+01:00
21/08/2025,Nov/25,35.36,month,2025-11-01 01:00:00+01:00,2025-12-01 00:00:00+01:00
