date,forward_price
2024-04-13,32.6376488446335
2024-04-14,32.618478220638934
2024-04-15,32.94817873784425
2024-04-16,32.926849023687026
2024-04-17,32.90459010745699
2024-04-18,32.8815054202478
2024-04-19,32.85770079490807
2024-04-20,32.48328446599201
2024-04-21,32.45836706970944
2024-04-22,32.7830616438757
2024-04-23,32.757483627861205
2024-04-24,32.731750862540956
2024-04-25,32.70598359024409
2024-04-26,32.68030445470344
2024-04-27,32.30483850100566
2024-04-28,32.279713175541325
2024-04-29,32.60505832595587
2024-04-30,32.58100620110105
2024-05-01,32.557691450987086
2024-05-02,32.535226609841104
2024-05-03,32.513627644985895
2024-05-04,32.142885931796975
2024-05-05,32.12299254545654
2024-05-06,32.45393826091165
2024-05-07,32.43571355283394
2024-05-08,32.41830859558124
2024-05-09,32.40171326316091
2024-05-10,32.38591712919541
2024-05-11,32.02090946688992
2024-05-12,32.006679249002396
2024-05-13,32.34321514781615
2024-05-14,32.33050553511502
2024-05-15,32.318538482161415
2024-05-16,32.307301759677266
2024-05-17,32.29678283782818
2024-05-18,31.936968886210817
2024-05-19,31.927846773843715
2024-05-20,32.26940306916169
2024-05-21,32.26162404001402
2024-05-22,32.254495653666474
2024-05-23,32.24800357680743
2024-05-24,32.24213317555816
2024-05-25,31.88686951548753
2024-05-26,31.88219736163112
2024-05-27,32.22810117851507
2024-05-28,32.22456513018467
2024-05-29,32.221573080237924
2024-05-30,32.21910859186418
2024-05-31,32.21715492788799
2024-06-01,31.865695050818303
2024-06-02,31.86471290404607
2024-06-03,32.214197291877944
2024-06-04,32.214138100126924
2024-06-05,32.21452502417756
2024-06-06,32.215347569063916
2024-06-07,32.216595049553575
2024-06-08,31.86825659023787
2024-06-09,31.87032112562847
2024-06-10,32.222777400260306
2024-06-11,32.22561396880104
2024-06-12,32.228819196167166
2024-06-13,32.23238125764671
2024-06-14,32.236288139028744
2024-06-15,31.890527636739705
2024-06-16,31.895087357986597
2024-06-17,32.24995472090712
2024-06-18,32.255116954726816
2024-06-19,32.26056109992322
2024-06-20,32.266274008397104
2024-06-21,32.272242343650774
2024-06-22,31.92845258097352
2024-06-23,31.93489100763412
2024-06-24,32.291543723080565
2024-06-25,32.29839663914676
2024-06-26,32.30543548026644
2024-06-27,32.31264578369407
2024-06-28,32.320012899732845
2024-06-29,31.977521991969628
2024-06-30,31.985158037516825
2024-07-01,32.34290582726116
2024-07-02,32.350748967731114
2024-07-03,32.35866686244267
2024-07-04,32.3666376657667
2024-07-05,32.37463927565458
2024-07-06,32.032649333919935
2024-07-07,32.0406452265268
2024-07-08,32.39860408388383
2024-07-09,32.406502781144574
2024-07-10,32.4143179385136
2024-07-11,32.42202592155821
2024-07-12,32.429602841525835
2024-07-13,32.08702455566661
2024-07-14,32.09426666756116
2024-07-15,32.45130452745326
2024-07-16,32.4581132325873
2024-07-17,32.46466762755015
2024-07-18,32.470942304617296
2024-07-19,32.47691160410308
2024-07-20,32.132549614714584
2024-07-21,32.137830173909116
2024-07-22,32.49272686825482
2024-07-23,32.497213033794424
2024-07-24,32.501261756411424
2024-07-25,32.5048458721989
2024-07-26,32.507937967830145
2024-07-27,32.16051038093131
2024-07-28,32.16253520045532
2024-07-29,32.51398426705702
2024-07-30,32.51482917346905
2024-07-31,32.515041264878306
2024-08-01,32.514591639302395
2024-08-02,32.513469563007355
2024-08-03,32.16173808575552
2024-08-04,32.15947944311353
2024-08-05,32.50677673422162
2024-08-06,32.50371392216524
2024-08-07,32.50037583434522
2024-08-08,32.496848162845026
2024-08-09,32.49321746479587
2024-08-10,32.1395711627383
2024-08-11,32.13599754498047
2024-08-12,32.482585765952706
2024-08-13,32.4794258465575
2024-08-14,32.47660867451555
2024-08-15,32.47422600470617
2024-08-16,32.47237045950296
2024-08-17,32.1211355291037
2024-08-18,32.120615571853996
2024-08-19,32.47090581456473
2024-08-20,32.47210235282318
2024-08-21,32.474302151296236
2024-08-22,32.47760304402718
2024-08-23,32.48210373472396
2024-08-24,32.137903797040096
2024-08-25,32.1451036748467
2024-08-26,32.50380468249625
2024-08-27,32.514109005077
2024-08-28,32.526119698658476
2024-08-29,32.53994069052736
2024-08-30,32.55567677941326
2024-08-31,32.223433635704964
2024-09-01,32.243317801655785
2024-09-02,32.61541347536165
2024-09-03,32.63971245892947
2024-09-04,32.66618310141844
2024-09-05,32.69479341437838
2024-09-06,32.72551107200087
2024-09-07,32.4083034112579
2024-09-08,32.4431374320293
2024-09-09,32.82997979721824
2024-09-10,32.86879683285443
2024-09-11,32.909554528185474
2024-09-12,32.95221853575568
2024-09-13,32.99675417147257
2024-09-14,32.69312641466126
2024-09-15,32.74129990810554
2024-09-16,33.14123895807754
2024-09-17,33.19290753435369
2024-09-18,33.24626927021867
2024-09-19,33.30128746245654
2024-09-20,33.357925071329454
2024-09-21,33.06614472054354
2024-09-22,33.125908697202306
2024-09-23,33.53717895174772
2024-09-24,33.59991709788864
2024-09-25,33.6640844125169
2024-09-26,33.729641835611694
2024-09-27,33.79654997013077
2024-09-28,33.514769081891004
2024-09-29,33.5842590994358
2024-09-30,34.00497961389185
2024-10-01,34.076889878813844
2024-10-02,34.14994125546755
2024-10-03,34.224054432484806
2024-10-04,34.299141885417136
2024-10-05,34.02511540195697
2024-10-06,34.10188608172844
2024-10-07,34.529364336066294
2024-10-08,34.60745988778739
2024-10-09,34.68608177094962
2024-10-10,34.76513833060394
2024-10-11,34.84453722253564
2024-10-12,34.574185412997124
2024-10-13,34.65398917843298
2024-10-14,35.08385410519541
2024-10-15,35.16368508925298
2024-10-16,35.24338633589124
2024-10-17,35.32286135940596
2024-10-18,35.40201298278991
2024-10-19,35.130743337412824
2024-10-20,35.20895386269451
2024-10-21,35.63654530577403
2024-10-22,35.713417721170735
2024-10-23,35.78947047044252
2024-10-24,35.86460222183743
2024-10-25,35.93871094994259
2024-10-26,35.6616939353275
2024-10-27,35.73344776418467
2024-10-28,36.15386832796644
2024-10-29,36.2228508230192
2024-10-30,36.29028975021476
2024-10-31,36.35607891457974
2024-11-01,36.420111424922496
2024-11-02,36.132310312820394
2024-11-03,36.19272081114775
2024-11-04,36.60141923206073
2024-11-05,36.65848245246597
2024-11-06,36.713987913644594
2024-11-07,36.76801362087529
2024-11-08,36.82063814305931
2024-11-09,36.52194061234559
2024-11-10,36.5720007237567
2024-11-11,36.970898734818086
2024-11-12,37.01871546518708
2024-11-13,37.06553229628575
2024-11-14,37.111431170935354
2024-11-15,37.15649459299372
2024-11-16,36.85080562699618
2024-11-17,36.89444789779931
2024-11-18,37.28750559022832
2024-11-19,37.33006344872836
2024-11-20,37.37220677702097
2024-11-21,37.41402143776236
2024-11-22,37.45559385220878
2024-11-23,37.147010999885985
2024-11-24,37.18836041826313
2024-11-25,37.57973020243183
2024-11-26,37.62120900479179
2024-11-27,37.66288603474073
2024-11-28,37.70485105837079
2024-11-29,37.74719439817066
2024-11-30,37.44000693273337
2024-12-01,37.483380096471464
2024-12-02,37.87737946629186
2024-12-03,37.921965193038616
2024-12-04,37.96707066435098
2024-12-05,38.012628835161564
2024-12-06,38.058572227443776
2024-12-07,37.754832929965325
2024-12-08,37.80134259804913
2024-12-09,38.19803245334148
2024-12-10,38.24483328358659
2024-12-11,38.291675442408646
2024-12-12,38.33848884910047
2024-12-13,38.38520298841954
2024-12-14,38.08174691039193
2024-12-15,38.12804923012117
2024-12-16,38.52403812760697
2024-12-17,38.56964134756955
2024-12-18,38.614786199280005
2024-12-19,38.65939955640037
2024-12-20,38.70340785682859
2024-12-21,38.39673710255131
2024-12-22,38.43931285950349
2024-12-23,38.831060257434025
2024-12-24,38.87190398978037
2024-12-25,38.91176831354719
2024-12-26,38.95057704919366
2024-12-27,38.988253580525885
2024-12-28,38.67472085459756
2024-12-29,38.70990138161488
2024-12-30,39.09371723484918
2024-12-31,39.12609005055554
2025-01-01,39.1569410278954
2025-01-02,39.18620595659578
2025-01-03,39.21388047387331
2025-01-04,38.8899752854198
2025-01-05,38.91450118108338
2025-01-06,39.2874690348213
2025-01-07,39.308889804658705
2025-01-08,39.32877453265119
2025-01-09,39.347134344854126
2025-01-10,39.36398045129509
2025-01-11,39.029324145952835
2025-01-12,39.043176806739055
2025-01-13,39.40554989548599
2025-01-14,39.41645495793787
2025-01-15,39.42590362374596
2025-01-16,39.43390760646849
2025-01-17,39.440478703573916
2025-01-18,39.095628796447826
2025-01-19,39.099369850403605
2025-01-20,39.4517139146963
2025-01-21,39.452673122539764
2025-01-22,39.45225969112696
2025-01-23,39.45048592165308
2025-01-24,39.44736419934117
2025-01-25,39.092906993470805
2025-01-26,39.08712685740907
2025-01-27,39.430036428643476
2025-01-28,39.42164842881774
2025-01-29,39.411975663768594
2025-01-30,39.40103102356547
2025-01-31,39.38882748255101
2025-02-01,39.02537809938384
2025-02-02,39.010696017082104
2025-02-03,39.344794463068794
2025-02-04,39.327686749217655
2025-02-05,39.309386271901005
2025-02-06,39.28990651203742
2025-02-07,39.26926103514043
2025-02-08,38.89746349136826
2025-02-09,38.87452761557336
2025-02-10,39.20046722735276
2025-02-11,39.17529623109873
2025-02-12,39.14902861604867
2025-02-13,39.12167845633612
2025-02-14,39.09325991104093
2025-02-15,38.713787224239084
2025-02-16,38.68327472505287
2025-02-17,39.00173682769966
2025-02-18,38.969188031541194
2025-02-19,38.93564292113067
2025-02-20,38.901116166260906
2025-02-21,38.86562252201019
2025-02-22,38.479176828787786
2025-02-23,38.4417940123782
2025-02-24,38.75348908398487
2025-02-25,38.71427714027137
2025-02-26,38.6741733634032
2025-02-27,38.633193021086186
2025-02-28,38.591351466605246
2025-03-01,38.19866413886018
2025-03-02,38.15514656240095
2025-03-03,38.46081434746106
2025-03-04,38.41568318998853
2025-03-05,38.36976887167665
2025-03-06,38.32308725999102
2025-03-07,38.27565430819668
2025-03-08,37.877486055381716
2025-03-09,37.82859862648024
2025-03-10,38.129008232292655
2025-03-11,38.07873116950379
2025-03-12,38.027783820699895
2025-03-13,37.97618265438261
2025-03-14,37.923944224981554
2025-03-15,37.521085172864325
2025-03-16,37.467622224344815
2025-03-17,37.76357219168902
2025-03-18,37.70895197311908
2025-03-19,37.65377855281475
2025-03-20,37.5980690009133
2025-03-21,37.541840473506646
2025-03-22,37.13511021263685
2025-03-23,37.07789554628922
2025-03-24,37.37021388838327
2025-03-25,37.31208273876177
2025-03-26,37.25351968317747
2025-03-27,37.19454239327835
2025-03-28,37.135168626589554
2025-03-29,36.7254162264949
2025-03-30,36.66530312221539
2025-03-31,36.95484732878568
2025-04-01,36.894066947031206
2025-04-02,36.83298012657741
2025-04-03,36.77160495461569
2025-04-04,36.70995956613203
2025-04-05,36.29806218074667
2025-04-06,36.235931102680205
2025-04-07,36.52358472071829
2025-04-08,36.46104150817428
2025-04-09,36.398320022850854
2025-04-10,36.33543890700025
2025-04-11,36.272416887282475
2025-04-12,35.8592727747234
2025-04-13,35.79602546467066
2025-04-14,36.082693936748946
2025-04-15,36.01929725481439
2025-04-16,35.955854566907526
2025-04-17,35.89238510520607
2025-04-18,35.82890818597631
2025-04-19,35.4154432095244
2025-04-20,35.352009660147104
2025-04-21,35.63862710608154
2025-04-22,35.57531519945514
2025-04-23,35.51209367623506
2025-04-24,35.44898235617843
2025-04-25,35.386001142780806
2025-04-26,34.973170023226665
2025-04-27,34.91050906833898
2025-04-28,35.19803843252933
2025-04-29,35.135778353749664
2025-04-30,35.07374915344208
2025-05-01,35.01197123649293
2025-05-02,34.950465091184604
2025-05-03,34.53925128915031
2025-05-04,34.47835048532951
2025-05-05,34.76778341792438
2025-05-06,34.7075709083579
2025-05-07,34.64773386123389
2025-05-08,34.58829326429843
2025-05-09,34.52927018840329
2025-05-10,34.12068578747133
2025-05-11,34.06256129846434
2025-05-12,34.35491804135274
2025-05-13,34.29777741908897
2025-05-14,34.24116091758134
2025-05-15,34.185090105673595
2025-05-16,34.12958663512445
2025-05-17,33.72467224059284
2025-05-18,33.670368739624784
2025-05-19,33.96669803264401
2025-05-20,33.91368210294699
2025-05-21,33.86134301670048
2025-05-22,33.80970292294396
2025-05-23,33.75878405359563
2025-05-24,33.35860872346281
2025-05-25,33.30919933025609
2025-05-26,33.61057835460951
2025-05-27,33.56276836010303
2025-05-28,33.515791993292616
2025-05-29,33.4696719837424
2025-05-30,33.42443114406451
2025-05-31,33.030092369962006
2025-06-01,32.98667864027842
2025-06-02,33.294213017052925
2025-06-03,33.25271864557989
2025-06-04,33.21221875447528
2025-06-05,33.17273665574885
2025-06-06,33.134295744881456
2025-06-07,32.74691950091027
2025-06-08,32.710631486516945
2025-06-09,33.02545534812665
2025-06-10,32.99141481600905
2025-06-11,32.95853370438877
2025-06-12,32.92683591156142
2025-06-13,32.8963454200156
2025-06-14,32.517086296563555
2025-06-15,32.48908269247647
2025-06-16,32.812358843628346
2025-06-17,32.786939070645566
2025-06-18,32.76284777906459
2025-06-19,32.74010945949585
2025-06-20,32.71874868779466
2025-06-21,32.34879012524032
2025-06-22,32.33025851872067
2025-06-23,32.66317870092526
2025-06-24,32.64757559054515
2025-06-25,32.633474192478324
2025-06-26,32.620899598045625
2025-06-27,32.60987698521023
2025-06-28,32.25043161880555
2025-06-29,32.2425888507715
2025-06-30,32.58637412039479
2025-07-01,32.58181295455872
2025-07-02,32.57892253077571
2025-07-03,32.57768629908542
2025-07-04,32.57807917728487
2025-07-05,32.23007597175136
2025-07-06,32.23365137772646
2025-07-07,32.58877997960263
2025-07-08,32.59543625121802
2025-07-09,32.60359455615676
2025-07-10,32.613229148055204
2025-07-11,32.624314170913394
2025-07-12,32.28682365941252
2025-07-13,32.30073153923711
2025-07-14,32.666011627403776
2025-07-15,32.682637632593284
2025-07-16,32.70058315548796
2025-07-17,32.719821689113
2025-07-18,32.74032661918445
2025-07-19,32.412071224457456
2025-07-20,32.43502867708092
2025-07-21,32.809172042955275
2025-07-22,32.834474282092934
2025-07-23,32.86090824898124
2025-07-24,32.88844669295051
2025-07-25,32.91706225854045
2025-07-26,32.59672748587297
2025-07-27,32.627414811023066
2025-07-28,33.00909656639416
2025-07-29,33.041744981092286
2025-07-30,33.07533218130266
2025-07-31,33.10983019066572
2025-08-01,33.1452109306528
2025-08-02,32.8314462209445
2025-08-03,32.86850777980453
2025-08-04,33.2563672244555
2025-08-05,33.29499607145191
2025-08-06,33.334365737052295
2025-08-07,33.374447537589994
2025-08-08,33.41521268983819
2025-08-09,33.10663231137807
2025-08-10,33.14867742095808
2025-08-11,33.541318938853095
2025-08-12,33.58452768721897
2025-08-13,33.62827439044274
2025-08-14,33.67252967548801
2025-08-15,33.71726407223532
2025-08-16,33.412448013819144
2025-08-17,33.45805183695618
2025-08-18,33.85404578226983
2025-08-19,33.900399994607916
2025-08-20,33.94708452335283
2025-08-21,33.994069322725224
2025-08-22,34.0413242520817
2025-08-23,33.738819076201146
2025-08-24,33.78652346556802
2025-08-25,34.184406996641194
2025-08-26,34.23243915212186
2025-08-27,34.28058932120408
2025-08-28,34.32882679982226
2025-08-29,34.37712079088771
2025-08-30,34.07544040451222
2025-08-31,34.12375465822543
2025-09-01,34.52203247718133
2025-09-02,34.57024269435128
2025-09-03,34.61835405071046
2025-09-04,34.666335195409005
2025-09-05,34.71415468593585
2025-09-06,34.411780988268056
2025-09-07,34.45918247701068
2025-09-08,34.85632743552386
2025-09-09,34.90318405603833
2025-09-10,34.94972043975841
2025-09-11,34.99590459695326
2025-09-12,35.041704447035926
2025-09-13,34.73708781863063
2025-09-14,34.78202244962544
2025-09-15,35.17647598721483
2025-09-16,35.220415987928476
2025-09-17,35.26380991764757
2025-09-18,35.306625151609204
2025-09-19,35.348828974396355
2025-09-20,35.040388579917575
2025-09-21,35.08127107137269
2025-09-22,35.471443461206164
2025-09-23,35.510872671047906
2025-09-24,35.54952553164164
2025-09-25,35.58736878276173
2025-09-26,35.62436907311699
2025-09-27,35.31049296024134
2025-09-28,35.34570691037597
2025-09-29,35.72997729833571
2025-09-30,35.763270407364814
2025-10-01,35.79555242898367
2025-10-02,35.8267972820461
2025-10-03,35.85701012261036
2025-10-04,35.53620397772759
2025-10-05,35.56439193910889
2025-10-06,35.94158716291738
2025-10-07,35.96780286954649
2025-10-08,35.99305234339126
2025-10-09,36.01734893260832
2025-10-10,36.040706048865836
2025-10-11,35.71313716708762
2025-10-12,35.73465582518362
2025-10-13,36.10527562377586
2025-10-14,36.125010225913634
2025-10-15,36.143873356782805
2025-10-16,36.161878803405834
2025-10-17,36.17904041433498
2025-10-18,35.84537209933994
2025-10-19,35.86088782908605
2025-10-20,36.22560163481019
2025-10-21,36.23952760798678
2025-10-22,36.25267989999096
2025-10-23,36.265072721756376
2025-10-24,36.27672034342629
2025-10-25,35.93763709400304
2025-10-26,35.947837360991265
2025-10-27,36.30733559003805
2025-10-28,36.31614628457043
2025-10-29,36.32428400542929
2025-10-30,36.331763370500575
2025-10-31,36.33859905434505
2025-11-01,35.99480578782502
2025-11-02,36.00039835773079
2025-11-03,36.3553916064054
2025-11-04,36.35980043136795
2025-11-05,36.36363978493856
2025-11-06,36.366924673859906
2025-11-07,36.36967015892336
2025-11-08,36.021891354591105
2025-11-09,36.02360342862278
2025-11-10,36.37482160170146
2025-11-11,36.37556114706245
2025-11-12,36.37583739012222
2025-11-13,36.37566570811178
2025-11-14,36.3750615297107
2025-11-15,36.02404033468429
2025-11-16,36.022617653525785
2025-11-17,36.370809067097916
2025-11-18,36.36863020628245
2025-11-19,36.3660967516306
2025-11-20,36.363224433018125
2025-11-21,36.360029029306986
2025-11-22,36.006526368007165
2025-11-23,36.00273232494856
2025-11-24,36.34866282395317
2025-11-25,36.34433383651542
2025-11-26,36.339761381487314
2025-11-27,36.33496152476807
2025-11-28,36.3299503790013
2025-11-29,35.97474410327607
2025-11-30,35.96935890283579
2025-12-01,36.31381102879284
2025-12-02,36.308116777848106
2025-12-03,36.302292492018964
2025-12-04,36.29635455837367
2025-12-05,36.29031940876993
2025-12-06,35.93420351960365
2025-12-07,35.928023411562016
2025-12-08,36.27179564938522
2025-12-09,36.26553684163301
2025-12-10,36.25926364046029
2025-12-11,36.252992741399666
2025-12-12,36.24674088314798
2025-12-13,35.89052484736567
2025-12-14,35.88436145847754
2025-12-15,36.228267583483216
2025-12-16,36.22226013177631
2025-12-17,36.2163560549666
2025-12-18,36.21057234671299
2025-12-19,36.20492604256195
2025-12-20,35.849434219793004
2025-12-21,35.84411399727166
2025-12-22,36.18898253530798
2025-12-23,36.184057035524155
2025-12-24,36.17935474072731
2025-12-25,36.17489293478926
2025-12-26,36.1706889425327
2025-12-27,35.81676012962549
2025-12-28,35.8131239024786
2025-12-29,36.15979770815434
2025-12-30,36.15679903427545
2025-12-31,36.154145408947095
